"age","cuentaPropia","estrato1","formal","ingtot","maxEducLevel","parentesco_jhogar","tiempo_trabajando","otro_trabajo","relab","gender","sizeFirm","totalHoursWorked","y_salary_m","y_salary_m_hu","y_ingLab_m","y_primaServicios_m","y_ingLab_m_ha","y_total_m","y_total_m_ha","female","H_Head","mean_ingtot","log_ingtot"
42,"0","1","0",2e+05,"7","2",48,"2","1","0","2",70,2e+05,666.666687011719,2e+05,1117460.30167986,666.666687011719,2e+05,666.666687011719,"1","0",926645.410885505,12.2060726455302
23,"1","2","0",250000,"7","5",1,"2","4","1","3",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1131978.87310825,12.4292161968444
24,"0","2","0",1148000,"7","1",2,"2","1","0","2",84,840000,2333.33325195312,840000,1117460.30167986,2333.33325195312,840000,2333.33325195312,"1","1",1131978.87310825,13.9535318558616
28,"0","2","0",1500000,"7","1",48,"2","1","0","3",48,1500000,7291.66650390625,1500000,1117460.30167986,7291.66650390625,1500000,7291.66650390625,"1","1",1131978.87310825,14.2209756660724
18,"0","2","0",1080000,"6","2",4,"2","1","0","3",48,720000,3500,720000,1117460.30167986,3500,720000,3500,"1","0",1131978.87310825,13.8924715991004
22,"0","2","0",1240000,"6","1",6,"2","1","1","2",41,880000,5008.1298828125,880000,1117460.30167986,5008.1298828125,880000,5008.1298828125,"0","1",1131978.87310825,14.0306219375812
30,"1","1","0",1400000,"5","1",0,"2","4","1","4",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1400000,6533.33349609375,"0","1",926645.410885505,14.1519827945855
29,"1","1","0",1200000,"6","2",4,"2","4","0","4",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,4666.66650390625,"1","0",926645.410885505,13.9978321147582
27,"0","1","1",1212333.33333333,"6","5",39,"2","1","0","5",56,1100000,4583.33349609375,1212333.375,1e+06,5051.38916015625,1212333.375,5051.38916015625,"1","0",926645.410885505,14.008057435301
42,"1","3","0",4e+05,"7","2",60,"2","4","0","2",80,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,4e+05,1166.66662597656,"1","0",1636072.34663713,12.8992198260901
57,"1","3","0",6e+05,"5","1",150,"2","4","1","2",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,13.3046849341983
44,"0","2","0",1131978.87310825,"4","2",36,"2","6","0","2",21,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1131978.87310825,13.9394778742392
44,"1","2","0",1200000,"3","1",36,"2","4","1","2",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,5833.33349609375,"0","1",1131978.87310825,13.9978321147582
24,"0","2","1",931119.666666667,"6","3",18,"2","1","1","5",48,781242,3797.7041015625,931119.6875,740000,4526.2763671875,931119.6875,4526.2763671875,"0","0",1131978.87310825,13.744143083624
35,"0","3","1",1904211,"7","1",84,"1","1","1","3",50,1560000,7583.33349609375,1904211,1500000,8886.318359375,1904211,8886.318359375,"0","1",1636072.34663713,14.4595783075212
32,"1","3","1",2800000,"7","1",84,"1","4","0","1",78,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2600000,7777.77783203125,"1","1",1636072.34663713,14.8451299751454
36,"1","3","1",3700000,"7","2",120,"1","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,3e+06,11666.6669921875,"0","0",1636072.34663713,15.1238433776145
53,"0","3","1",4e+05,"4","1",360,"2","5","1","2",84,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,12.8992198260901
18,"0","3","0",1316473,"6","3",12,"2","1","1","2",84,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1636072.34663713,14.090466748783
25,"0","2","0",7e+05,"7","3",8,"2","1","0","5",12,7e+05,13611.111328125,7e+05,1117460.30167986,13611.111328125,7e+05,13611.111328125,"1","0",1131978.87310825,13.4588356140255
48,"0","2","1",930929.416666667,"4","2",144,"2","1","0","4",48,781242,3797.7041015625,930929.4375,737717,4525.3515625,930929.4375,4525.3515625,"1","0",1131978.87310825,13.7439387388488
55,"0","2","1",7099000,"7","1",60,"2","1","1","5",48,3e+06,14583.3330078125,4229000,3e+06,20557.638671875,4229000,20557.638671875,"0","1",1131978.87310825,15.7754644870215
21,"0","3","1",1910000,"6","1",24,"2","1","1","5",48,1600000,7777.77783203125,1630000,0,7923.611328125,1630000,7923.611328125,"0","1",1636072.34663713,14.4626138000228
39,"0","2","1",1191333.33333333,"5","2",120,"2","1","0","5",48,8e+05,3888.88891601562,891333.3125,4e+05,4332.8701171875,891333.3125,4332.8701171875,"1","0",1131978.87310825,13.9905836860334
32,"0","2","1",862333.333333333,"6","1",63,"2","1","1","3",48,8e+05,3888.88891601562,862333.3125,4e+05,4191.89794921875,862333.3125,4191.89794921875,"0","1",1131978.87310825,13.6673971725001
66,"0","3","1",1887492,"3","1",432,"2","5","1","2",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,14.4507595216857
25,"1","3","0",1500000,"5","3",72,"2","4","1","2",35,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,10000,"0","0",1636072.34663713,14.2209756660724
61,"1","3","1",1e+05,"6","2",60,"2","4","0","1",20,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+05,1166.66662597656,"1","0",1636072.34663713,11.5129254649702
36,"1","2","0",363333.333333333,"6","1",18,"2","4","0","1",28,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,80000,666.666687011719,"1","1",1131978.87310825,12.8030759655372
30,"0","3","0",2150000,"7","1",4,"2","1","1","4",40,1800000,10500,1800000,1117460.30167986,10500,1800000,10500,"0","1",1636072.34663713,14.5809784001038
31,"0","3","1",3331416.66666667,"7","2",18,"2","1","0","5",40,2879000,16794.166015625,3141416.75,2789000,18324.931640625,3141416.75,18324.931640625,"1","0",1636072.34663713,15.0189081969143
24,"0","2","0",959453,"5","9",1,"2","3","0","1",45,781242,4050.88452148438,869453,1117460.30167986,4508.27490234375,869453,4508.27490234375,"1","0",1131978.87310825,13.7741186093844
24,"1","2","0",1131978.87310825,"7","5",6,"2","4","1","2",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1131978.87310825,13.9394778742392
24,"0","2","0",405000,"5","5",1,"2","1","1","5",24,280000,2722.22216796875,280000,1117460.30167986,2722.22216796875,280000,2722.22216796875,"0","0",1131978.87310825,12.9116423460887
49,"0","2","1",1704877.66666667,"4","2",216,"2","1","1","5",72,1500000,4861.111328125,1704877.625,1400000,5525.06640625,1704877.625,5525.06640625,"0","0",1131978.87310825,14.34900391637
29,"0","2","1",930929.416666667,"6","1",12,"2","1","0","5",48,781242,3797.7041015625,930929.4375,737717,4525.3515625,930929.4375,4525.3515625,"1","1",1131978.87310825,13.7439387388488
50,"0","3","0",7e+05,"6","1",12,"2","1","1","4",48,7e+05,3402.77783203125,7e+05,1117460.30167986,3402.77783203125,7e+05,3402.77783203125,"0","1",1636072.34663713,13.4588356140255
22,"0","3","0",7e+05,"7","3",12,"2","1","0","3",48,7e+05,3402.77783203125,7e+05,1117460.30167986,3402.77783203125,7e+05,3402.77783203125,"1","0",1636072.34663713,13.4588356140255
53,"0","3","1",950711,"6","1",2,"2","1","0","4",48,8e+05,3888.88891601562,950711,750000,4621.51171875,950711,4621.51171875,"1","1",1636072.34663713,13.764965404702
64,"0","2","0",8e+05,"5","1",48,"2","3","0","1",50,680000,3173.33325195312,680000,1117460.30167986,3173.33325195312,680000,3173.33325195312,"1","1",1131978.87310825,13.5923670066501
31,"0","2","1",930929.416666667,"5","3",26,"2","1","1","4",72,781242,2531.802734375,930929.4375,737717,3016.90087890625,930929.4375,3016.90087890625,"0","0",1131978.87310825,13.7439387388488
34,"0","3","1",1082492,"6","3",4,"1","3","0","1",68,781242,3038.16333007812,962492,135000,3302.66870117188,962492,3302.66870117188,"1","0",1636072.34663713,13.8947763485312
27,"0","3","1",1629600,"7","1",60,"2","1","0","2",40,1500000,8750,1629600,1200000,9506,1629600,9506,"1","1",1636072.34663713,14.3038451438947
28,"1","3","1",1200000,"7","2",5,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,3888.88891601562,"0","0",1636072.34663713,13.9978321147582
43,"1","2","0",5e+05,"5","1",24,"2","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,5e+05,1944.44445800781,"0","1",1131978.87310825,13.1223633774043
49,"1","3","0",2e+05,"4","1",3,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+05,648.148132324219,"0","1",1636072.34663713,12.2060726455302
48,"0","3","1",1375833.33333333,"7","1",96,"2","1","1","5",60,1270000,4938.888671875,1375833.375,1270000,5350.462890625,1375833.375,5350.462890625,"0","1",1636072.34663713,14.1345701661083
33,"0","3","1",1225711,"7","2",12,"2","1","0","4",48,1050000,5104.16650390625,1225711,1050000,5958.3173828125,1225711,5958.3173828125,"1","0",1636072.34663713,14.0190316417526
30,"1","3","0",2e+06,"4","1",1,"2","4","1","1",54,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+06,8641.9755859375,"0","1",1636072.34663713,14.5086577385242
29,"1","3","0",310000,"6","2",0,"1","4","0","1",4,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,160000,9333.3330078125,"1","0",1636072.34663713,12.6443275764613
31,"0","2","1",1088044.33333333,"5","1",36,"2","1","1","4",48,9e+05,4375,1088044.375,850000,5289.1044921875,1088044.375,5289.1044921875,"0","1",1131978.87310825,13.8998924531169
29,"0","2","1",910242,"7","2",48,"2","3","0","1",48,781242,3797.7041015625,810242,1117460.30167986,3938.67626953125,810242,3938.67626953125,"1","0",1131978.87310825,13.7214657772048
36,"0","2","1",1031119.66666667,"6","1",72,"2","1","0","5",48,781242,3797.7041015625,1031119.6875,740000,5012.38720703125,1031119.6875,5012.38720703125,"1","1",1131978.87310825,13.8461558248055
34,"0","2","1",987119.666666667,"6","5",144,"2","1","0","5",48,781242,3797.7041015625,987119.6875,740000,4798.49853515625,987119.6875,4798.49853515625,"1","0",1131978.87310825,13.8025465538897
60,"1","3","1",2350000,"4","1",36,"2","4","1","1",56,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,3333.33325195312,"0","1",1636072.34663713,14.6699258861203
31,"0","3","1",1298211,"7","1",2,"1","1","1","4",48,8e+05,7777.77783203125,1298211,1117460.30167986,6310.748046875,1298211,6310.748046875,"0","1",1636072.34663713,14.0764977208163
24,"0","2","1",1070929.41666667,"7","1",14,"2","1","1","5",56,781242,3255.17504882812,1070929.375,737717,4462.20556640625,1070929.375,4462.20556640625,"0","1",1131978.87310825,13.8840374431187
59,"1","2","0",1200000,"3","1",2,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,5833.33349609375,"0","1",1131978.87310825,13.9978321147582
48,"0","2","1",938211,"6","2",3,"2","1","0","5",48,850000,4131.9443359375,938211,0,4560.748046875,938211,4560.748046875,"1","0",1131978.87310825,13.7517301493867
31,"0","2","1",1261476.41666667,"6","1",1,"2","1","1","4",72,1200000,3888.88891601562,1261476.375,737717,4088.11791992188,1261476.375,4088.11791992188,"0","1",1131978.87310825,14.0477933522129
65,"1","2","0",4e+05,"3","5",120,"2","4","0","3",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,4e+05,1944.44445800781,"1","0",1131978.87310825,12.8992198260901
27,"0","2","1",1073666.66666667,"6","2",9,"2","1","0","5",42,1e+06,5555.5556640625,1073666.625,530000,5964.814453125,1073666.625,5964.814453125,"1","0",1131978.87310825,13.8865901396452
30,"0","3","1",8e+05,"7","3",24,"2","1","1","5",40,1556199.65547918,7945.64299169031,1745416.3438112,0,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1636072.34663713,13.5923670066501
60,"0","3","1",1925000,"4","1",192,"2","1","1","5",48,1800000,8750,1925000,1500000,9357.638671875,1925000,9357.638671875,"0","1",1636072.34663713,14.470436525704
35,"0","3","1",1625000,"7","3",120,"2","1","0","5",50,1500000,7000,1625000,1500000,7583.33349609375,1625000,7583.33349609375,"1","0",1636072.34663713,14.301018373746
29,"0","3","1",2308333.33333333,"7","3",16,"2","1","0","3",48,1700000,8263.888671875,2308333.25,1300000,11221.064453125,2308333.25,11221.064453125,"1","0",1636072.34663713,14.6520363213696
29,"0","2","1",1059453,"6","9",1,"2","1","1","4",48,781242,3797.7041015625,869453,1117460.30167986,4226.5078125,869453,4226.5078125,"0","0",1131978.87310825,13.8732632951591
26,"0","2","0",930000,"6","2",10,"2","3","0","1",45,7e+05,3629.62963867188,7e+05,1117460.30167986,3629.62963867188,7e+05,3629.62963867188,"1","0",1131978.87310825,13.7429398651294
26,"0","2","1",869453,"6","1",1,"2","1","1","5",48,781242,3797.7041015625,869453,1117460.30167986,4226.5078125,869453,4226.5078125,"0","1",1131978.87310825,13.6756195572614
33,"0","2","1",1319286.33333333,"6","1",7,"2","1","0","5",55,781242,3314.36010742188,919286.3125,250000,3900.00244140625,919286.3125,3900.00244140625,"1","1",1131978.87310825,14.0926014917894
40,"0","2","1",869453,"6","5",2,"2","1","1","3",48,781242,3797.7041015625,869453,1117460.30167986,4226.5078125,869453,4226.5078125,"0","0",1131978.87310825,13.6756195572614
28,"0","2","1",869453,"6","5",24,"2","1","1","4",48,781242,3797.7041015625,869453,0,4226.5078125,869453,4226.5078125,"0","0",1131978.87310825,13.6756195572614
43,"0","2","1",1733333.33333333,"5","1",240,"2","3","0","1",48,8e+05,3888.88891601562,833333.3125,4e+05,4050.92578125,833333.3125,4050.92578125,"1","1",1131978.87310825,14.3655568948835
19,"0","2","1",833333.333333333,"7","3",36,"2","1","1","5",48,8e+05,3888.88891601562,833333.3125,4e+05,4050.92578125,833333.3125,4050.92578125,"0","0",1131978.87310825,13.6331890011703
19,"0","2","1",833333.333333333,"7","3",36,"2","1","1","5",48,8e+05,3888.88891601562,833333.3125,4e+05,4050.92578125,833333.3125,4050.92578125,"0","0",1131978.87310825,13.6331890011703
28,"0","2","1",1830000,"6","1",6,"2","1","1","5",60,1800000,7000,1830000,1117460.30167986,7116.66650390625,1830000,7116.66650390625,"0","1",1131978.87310825,14.4198265248176
64,"0","2","0",3e+05,"3","2",12,"2","1","1","2",40,2e+05,1166.66662597656,2e+05,1117460.30167986,1166.66662597656,2e+05,1166.66662597656,"0","0",1131978.87310825,12.6115377536383
43,"1","2","0",250000,"6","1",156,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,250000,1215.27783203125,"0","1",1131978.87310825,12.4292161968444
55,"1","2","0",146666.666666667,"6","2",60,"2","4","0","1",5,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,30000,1400,"1","0",1131978.87310825,11.8959177172263
39,"0","2","0",5e+05,"6","1",96,"2","1","0","2",48,5e+05,2430.5556640625,5e+05,1117460.30167986,2430.5556640625,5e+05,2430.5556640625,"1","1",1131978.87310825,13.1223633774043
26,"0","2","0",1058000,"6","1",12,"2","1","1","4",48,1e+06,4861.111328125,1058000,1117460.30167986,5143.0556640625,1058000,5143.0556640625,"0","1",1131978.87310825,13.8718908914004
30,"0","2","1",1e+06,"6","1",0,"2","1","1","5",48,1e+06,4861.111328125,1e+06,1117460.30167986,4861.111328125,1e+06,4861.111328125,"0","1",1131978.87310825,13.8155105579643
36,"0","2","0",925000,"5","1",120,"2","1","1","3",45,9e+05,4666.66650390625,925000,1117460.30167986,4796.29638671875,925000,4796.29638671875,"0","1",1131978.87310825,13.7375490164946
25,"0","2","1",954877.666666667,"6","1",2,"2","1","1","5",48,8e+05,3888.88891601562,954877.6875,2e+05,4641.7666015625,954877.6875,4641.7666015625,"0","1",1131978.87310825,13.7693385135264
28,"0","2","1",1019453,"7","2",24,"2","3","0","1",48,781242,3797.7041015625,869453,1117460.30167986,4226.5078125,869453,4226.5078125,"1","0",1131978.87310825,13.834776766904
45,"1","2","0",1e+06,"5","1",240,"2","4","1","1",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,4666.66650390625,"0","1",1131978.87310825,13.8155105579643
59,"1","3","0",781242,"7","1",60,"2","4","1","4",56,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,781242,3255.17504882812,"0","1",1636072.34663713,13.5686402399803
58,"1","3","1",3281242,"6","2",150,"2","4","0","1",56,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2500000,10416.6669921875,"1","0",1636072.34663713,15.0037325672239
50,"0","2","0",1030000,"6","1",240,"1","1","1","2",63,960000,4072.72729492188,1030000,1117460.30167986,3814.81469726562,1030000,3814.81469726562,"0","1",1131978.87310825,13.8450693602058
64,"1","2","0",917492,"6","2",120,"2","4","0","1",10,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,50000,1166.66662597656,"1","0",1131978.87310825,13.7293991395268
21,"0","2","0",729166.666666667,"6","1",1,"2","1","1","2",48,650000,3159.72216796875,729166.6875,950000,3544.56030273438,729166.6875,3544.56030273438,"0","1",1131978.87310825,13.4996576085458
19,"0","2","0",861242,"5","5",1,"2","1","0","2",48,781242,3797.7041015625,781242,1117460.30167986,3797.7041015625,781242,3797.7041015625,"1","0",1131978.87310825,13.6661308124425
47,"0","3","1",1166666.66666667,"4","1",6,"2","1","1","5",70,1080000,3600,1166666.625,320000,3888.888671875,1166666.625,3888.888671875,"0","1",1636072.34663713,13.9696612377915
42,"0","3","1",1350711,"7","2",72,"2","2","0","5",48,1100000,5347.22216796875,1350710.875,2e+05,6565.95556640625,1350710.875,6565.95556640625,"1","0",1636072.34663713,14.1161416784411
38,"1","3","1",1500000,"7","1",24,"2","4","1","4",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,5833.33349609375,"0","1",1636072.34663713,14.2209756660724
55,"1","2","0",3e+05,"3","1",48,"2","4","1","1",42,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,3e+05,1666.66662597656,"0","1",1131978.87310825,12.6115377536383
33,"0","2","1",915000,"7","3",1,"2","2","0","5",45,915000,4744.4443359375,915000,0,4744.4443359375,915000,4744.4443359375,"1","0",1131978.87310825,13.7266793442577
65,"0","2","0",9e+05,"4","1",132,"2","1","1","2",70,9e+05,3000,9e+05,1117460.30167986,3000,9e+05,3000,"0","1",1131978.87310825,13.7101500423064
65,"1","3","1",8e+05,"7","1",120,"2","4","1","2",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,13.5923670066501
37,"1","3","0",1100000,"6","3",12,"1","4","0","1",52,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,5e+05,2243.58984375,"1","0",1636072.34663713,13.9108207377686
63,"1","3","0",60000,"7","2",120,"2","4","0","2",78,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1636072.34663713,11.0020998412042
32,"0","2","1",1980000,"7","1",154,"2","2","1","5",70,1980000,6600,1980000,0,6600,1980000,6600,"0","1",1131978.87310825,14.4986074026707
36,"0","2","0",1149877.66666667,"4","1",12,"2","1","1","2",66,8e+05,2828.28271484375,949877.6875,740000,3358.1533203125,949877.6875,3358.1533203125,"0","1",1131978.87310825,13.9551661178694
34,"0","2","0",8e+05,"4","2",84,"2","5","0","2",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,3111.11108398438,"1","0",1131978.87310825,13.5923670066501
19,"0","3","0",3014666.66666667,"7","1",10,"2","1","1","4",8,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,14.9189998237119
25,"0","3","1",981417,"7","2",48,"2","1","1","4",48,1556199.65547918,7945.64299169031,1745416.3438112,0,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1636072.34663713,13.7967527246807
62,"0","5","1",923929.416666667,"6","5",48,"2","1","0","2",24,781242,7595.408203125,923929.4375,737717,8982.6474609375,923929.4375,8982.6474609375,"1","0",5622864.64765625,13.7363909588172
63,"1","5","1",8700000,"7","1",156,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,4e+06,23333.333984375,"1","1",5622864.64765625,15.9788335836248
32,"0","5","1",3241666.66666667,"7","5",48,"2","1","1","5",48,3e+06,14583.3330078125,3241666.75,2900000,15758.1025390625,3241666.75,15758.1025390625,"0","0",5622864.64765625,14.9915981588007
32,"0","3","1",5625000,"7","1",24,"2","2","0","5",50,5e+06,23333.333984375,5625000,2500000,26250,5625000,26250,"1","1",1636072.34663713,15.5427315060548
41,"0","3","0",1650000,"6","1",60,"2","5","0","2",35,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,10000,"1","1",1636072.34663713,14.3162858458768
28,"0","3","0",1500000,"7","5",60,"2","5","1","2",43,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,8139.53466796875,"0","0",1636072.34663713,14.2209756660724
40,"0","5","1",5208333.33333333,"7","2",130,"2","1","0","5",40,5e+06,29166.666015625,5208333.5,2500000,30381.9453125,5208333.5,30381.9453125,"1","0",5622864.64765625,15.4657704649186
36,"0","5","1",1.3e+07,"7","1",60,"2","1","1","4",48,1.2e+07,58333.33203125,12400000,1117460.30167986,60277.77734375,12400000,60277.77734375,"0","1",5622864.64765625,16.3804599154258
44,"0","2","1",1824687.41666667,"7","2",156,"2","1","0","4",40,1100000,6416.66650390625,1324687.375,737717,7727.34326171875,1324687.375,7727.34326171875,"1","0",1131978.87310825,14.4169192517901
40,"1","2","1",1200000,"6","1",4,"2","4","1","1",75,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,3733.33325195312,"0","1",1131978.87310825,13.9978321147582
32,"0","4","1",12050000,"7","3",12,"1","1","1","5",55,4050000,23625,4050000,0,17181.818359375,4050000,17181.818359375,"0","0",3866322.2277235,16.3045752179009
25,"1","4","0",4500000,"7","9",12,"2","4","0","2",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",3866322.2277235,15.3195879547405
41,"0","5","1",11500000,"7","2",12,"2","1","0","4",60,11500000,44722.22265625,11500000,1117460.30167986,44722.22265625,11500000,44722.22265625,"1","0",5622864.64765625,16.2578575933335
40,"0","5","1",10500000,"7","1",48,"2","1","1","5",60,10500000,40833.33203125,10500000,1117460.30167986,40833.33203125,10500000,40833.33203125,"0","1",5622864.64765625,16.1668858151278
54,"0","5","1",7541666.66666667,"7","1",48,"2","1","1","4",50,7e+06,32666.666015625,7541666.5,6500000,35194.4453125,7541666.5,35194.4453125,"0","1",5622864.64765625,15.8359537588822
53,"0","5","1",5495000,"7","2",348,"2","1","0","5",48,5e+06,24305.5546875,5375000,4500000,26128.47265625,5375000,26128.47265625,"1","0",5622864.64765625,15.5193491458199
46,"0","4","1",5255000,"7","1",214,"2","1","1","5",45,4680000,24266.666015625,5255000,4600000,27248.1484375,5255000,27248.1484375,"0","1",3866322.2277235,15.4746905622932
35,"1","4","1",2900000,"7","2",5,"1","4","0","5",34,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2900000,19901.9609375,"1","0",3866322.2277235,14.8802212949567
49,"0","4","1",4383333.33333333,"7","1",15,"2","1","1","5",48,3700000,17986.111328125,4033333.25,4e+06,19606.48046875,4033333.25,19606.48046875,"0","1",3866322.2277235,15.2933200279199
41,"0","4","1",3033333.33333333,"7","2",204,"2","1","0","5",36,2800000,18148.1484375,3033333.25,2800000,19660.494140625,3033333.25,19660.494140625,"1","0",3866322.2277235,14.925172682819
40,"1","5","1",3e+06,"7","3",180,"2","4","0","1",30,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,3e+06,23333.333984375,"1","0",5622864.64765625,14.9141228466324
55,"0","2","0",930929.416666667,"5","1",204,"2","1","1","2",46,781242,3962.82177734375,930929.4375,737717,4722.10595703125,930929.4375,4722.10595703125,"0","1",1131978.87310825,13.7439387388488
41,"0","2","0",1200000,"3","1",24,"2","1","1","5",60,1200000,4666.66650390625,1200000,1117460.30167986,4666.66650390625,1200000,4666.66650390625,"0","1",1131978.87310825,13.9978321147582
40,"0","2","0",1200000,"3","2",58,"2","1","0","5",60,1200000,4666.66650390625,1200000,1117460.30167986,4666.66650390625,1200000,4666.66650390625,"1","0",1131978.87310825,13.9978321147582
56,"1","2","0",150000,"5","1",156,"2","4","0","1",105,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","1",1131978.87310825,11.9183905730784
27,"0","2","1",930929.416666667,"6","3",1,"2","1","0","5",48,781242,3797.7041015625,930929.4375,737717,4525.3515625,930929.4375,4525.3515625,"1","0",1131978.87310825,13.7439387388488
44,"0","2","1",2338211,"7","1",60,"2","1","0","5",40,1800000,10500,1888211,0,11014.564453125,1888211,11014.564453125,"1","1",1131978.87310825,14.6648966650173
47,"1","2","0",1960000,"6","2",132,"2","4","1","4",54,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1960000,8469.1357421875,"0","0",1131978.87310825,14.4884550312067
26,"0","2","1",959929,"7","3",1,"2","1","1","5",40,1556199.65547918,7945.64299169031,1745416.3438112,0,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1131978.87310825,13.7746146023756
42,"1","2","1",8e+05,"4","1",15,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,2592.59252929688,"0","1",1131978.87310825,13.5923670066501
50,"0","5","1",5e+06,"7","1",96,"2","5","1","2",55,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,5e+06,21212.12109375,"0","1",5622864.64765625,15.4249484703984
48,"1","5","1",3500000,"7","2",152,"2","4","0","1",30,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,3500000,27222.22265625,"1","0",5622864.64765625,15.0682735264596
28,"1","2","0",8e+05,"1","1",3,"2","4","1","1",28,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,6666.66650390625,"0","1",1131978.87310825,13.5923670066501
40,"1","2","1",1e+06,"7","1",60,"2","4","0","5",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,5833.33349609375,"1","1",1131978.87310825,13.8155105579643
50,"1","2","0",850000,"6","2",36,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1131978.87310825,13.6529916284665
