"age","cuentaPropia","estrato1","formal","ingtot","maxEducLevel","parentesco_jhogar","tiempo_trabajando","otro_trabajo","relab","gender","sizeFirm","totalHoursWorked","y_salary_m","y_salary_m_hu","y_ingLab_m","y_primaServicios_m","y_ingLab_m_ha","y_total_m","y_total_m_ha","female","H_Head","mean_ingtot","log_ingtot"
28,"0","4","1",2750000,"7","3",4,"2","1","1","5",48,2700000,13125,2700000,0,13125,2700000,13125,"0","0",3866322.2277235,14.8271114696428
55,"0","2","1",1130000,"7","2",360,"2","1","0","4",48,1100000,5347.22216796875,1130000,0,5493.0556640625,1130000,5493.0556640625,"1","0",1131978.87310825,13.9377281906885
27,"0","2","1",1162333,"7","3",48,"2","1","0","5",48,1556199.65547918,7945.64299169031,1745416.3438112,0,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1131978.87310825,13.9659397502102
21,"0","2","1",985366.666666667,"7","9",12,"2","1","1","4",47,825000,4095.74462890625,985366.6875,860000,4891.89111328125,985366.6875,4891.89111328125,"0","0",1131978.87310825,13.8007691013092
44,"1","3","0",1636072.34663713,"7","1",48,"2","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,14.3078090168279
40,"0","3","1",3645833.33333333,"7","2",48,"2","1","0","4",40,3500000,20416.666015625,3645833.25,1750000,21267.361328125,3645833.25,21267.361328125,"1","0",1636072.34663713,15.1090955209799
76,"1","2","0",40000,"4","1",48,"2","4","1","2",36,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,40000,259.259246826172,"0","1",1131978.87310825,10.5966347330961
60,"1","2","1",1e+06,"3","2",48,"2","4","0","2",46,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,40000,202.898544311523,"1","0",1131978.87310825,13.8155105579643
40,"0","2","1",1522000,"7","3",216,"2","1","1","5",72,1260000,4083.33325195312,1522000,1200000,4932.4072265625,1522000,4932.4072265625,"0","0",1131978.87310825,14.2355358174038
41,"0","3","1",2708333.33333333,"7","1",145,"2","1","0","5",48,2600000,12638.888671875,2708333.25,1300000,13165.5087890625,2708333.25,13165.5087890625,"1","1",1636072.34663713,14.811843997512
21,"0","3","1",1e+06,"7","3",3,"2","1","1","4",48,8e+05,3888.88891601562,8e+05,0,3888.88891601562,8e+05,3888.88891601562,"0","0",1636072.34663713,13.8155105579643
41,"0","2","1",1100744.66666667,"6","1",60,"2","1","0","5",54,781242,3375.73706054688,932744.6875,759500,4030.37817382812,932744.6875,4030.37817382812,"1","1",1131978.87310825,13.911497478425
22,"0","2","1",1067786.33333333,"6","3",2,"2","1","1","4",40,781242,4557.2451171875,957786.3125,7e+05,5587.0869140625,957786.3125,5587.0869140625,"0","0",1131978.87310825,13.8810982160651
24,"1","4","0",1e+06,"7","1",2,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,9e+05,4375,"0","1",3866322.2277235,13.8155105579643
62,"0","4","1",5284833.33333333,"7","1",288,"2","1","1","5",60,4711500,18322.5,5044833.5,4e+06,19618.796875,5044833.5,19618.796875,"0","1",3866322.2277235,15.4803516409961
60,"1","4","0",1e+06,"6","2",360,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,5833.33349609375,"1","0",3866322.2277235,13.8155105579643
53,"1","2","1",1500000,"4","1",4,"2","4","1","4",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,7291.66650390625,"0","1",1131978.87310825,14.2209756660724
52,"1","2","0",9e+05,"4","2",6,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,9e+05,5250,"1","0",1131978.87310825,13.7101500423064
26,"1","2","0",6e+05,"5","3",1,"2","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1131978.87310825,13.3046849341983
23,"1","2","0",1200000,"7","1",3,"2","4","1","2",13,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1131978.87310825,13.9978321147582
24,"0","2","1",963033.333333333,"7","2",18,"2","1","0","3",48,781000,3796.52783203125,963033.3125,760000,4681.412109375,963033.3125,4681.412109375,"1","0",1131978.87310825,13.7778433042345
53,"0","2","1",2600000,"6","1",144,"2","5","1","2",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+06,9722.22265625,"0","1",1131978.87310825,14.7710220029917
20,"0","2","0",8e+05,"5","9",1,"2","1","1","2",48,8e+05,3888.88891601562,8e+05,1117460.30167986,3888.88891601562,8e+05,3888.88891601562,"0","0",1131978.87310825,13.5923670066501
55,"1","2","0",2e+05,"1","1",11,"2","4","1","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1131978.87310825,12.2060726455302
25,"0","2","1",1041666.66666667,"7","3",6,"2","1","0","5",48,1e+06,4861.111328125,1041666.6875,5e+05,5063.65771484375,1041666.6875,5063.65771484375,"1","0",1131978.87310825,13.8563325524845
24,"0","2","1",2383333.33333333,"7","3",7,"2","1","1","4",48,2200000,10694.4443359375,2383333.5,1100000,11585.6494140625,2383333.5,11585.6494140625,"0","0",1131978.87310825,14.6840106260021
39,"1","2","1",6e+06,"7","1",6,"2","4","1","5",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+06,28000,"0","1",1131978.87310825,15.6072700271923
36,"1","2","0",1108333.33333333,"5","1",6,"2","4","0","3",56,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,3333.33325195312,"1","1",1131978.87310825,13.918367943404
46,"1","2","0",2500000,"4","2",240,"2","4","1","1",105,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2500000,5555.5556640625,"0","0",1131978.87310825,14.7318012898384
25,"1","2","1",1300000,"7","1",11,"2","4","1","4",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1300000,5055.5556640625,"0","1",1131978.87310825,14.0778748224318
54,"0","1","1",1362744.66666667,"4","1",24,"2","1","1","5",48,781242,3797.7041015625,962744.6875,759500,4680.0087890625,962744.6875,4680.0087890625,"0","1",926645.410885505,14.1250113612639
40,"1","1","0",50000,"4","2",7,"2","4","0","1",2,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,50000,5833.33349609375,"1","0",926645.410885505,10.8197782844103
19,"0","1","0",869453,"6","3",12,"2","1","1","3",48,781242,3797.7041015625,869453,0,4226.5078125,869453,4226.5078125,"0","0",926645.410885505,13.6756195572614
32,"0","2","1",2004877.66666667,"6","1",84,"2","1","1","5",48,1200000,5833.33349609375,1894877.75,1300000,9211.2109375,1894877.75,9211.2109375,"0","1",1131978.87310825,14.51109360273
29,"0","2","1",1266119.66666667,"6","2",10,"2","1","0","5",48,781242,3797.7041015625,1266119.625,8e+05,6154.748046875,1266119.625,6154.748046875,"1","0",1131978.87310825,14.0514674006526
26,"0","4","1",2083333.33333333,"7","1",36,"2","1","1","4",44,2e+06,10606.060546875,2083333.375,1e+06,11047.98046875,2083333.375,11047.98046875,"0","1",3866322.2277235,14.5494797330445
64,"0","2","1",1588700,"6","1",24,"2","2","1","5",50,1500000,7000,1588700,0,7413.93310546875,1588700,7413.93310546875,"0","1",1131978.87310825,14.2784266297081
46,"0","3","1",5211500,"7","1",144,"2","1","0","5",90,4774000,12377.037109375,4961500,2250000,12863.1484375,4961500,12863.1484375,"1","1",1636072.34663713,15.4663782801615
25,"0","3","1",1108333.33333333,"7","1",7,"2","1","0","5",40,1e+06,5833.33349609375,1108333.375,1300000,6465.27783203125,1108333.375,6465.27783203125,"1","1",1636072.34663713,13.918367943404
27,"0","4","1",1562500,"6","1",24,"2","1","1","3",40,1500000,8750,1562500,750000,9114.5830078125,1562500,9114.5830078125,"0","1",3866322.2277235,14.2617976605927
41,"0","2","0",9e+05,"6","1",36,"2","1","1","1",84,9e+05,2500,9e+05,1117460.30167986,2500,9e+05,2500,"0","1",1131978.87310825,13.7101500423064
70,"1","3","1",1400000,"5","1",48,"2","4","1","1",6,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+05,7777.77783203125,"0","1",1636072.34663713,14.1519827945855
46,"1","3","0",120000,"6","2",36,"2","4","0","2",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1636072.34663713,11.6952470217642
68,"0","2","1",932744.666666667,"5","1",120,"2","1","1","5",48,781242,3797.7041015625,932744.6875,759500,4534.17578125,932744.6875,4534.17578125,"0","1",1131978.87310825,13.7458867732077
22,"1","2","0",6e+05,"5","1",2,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,3500,"1","1",1131978.87310825,13.3046849341983
38,"0","2","1",1900000,"7","1",120,"2","5","1","2",25,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,14000,"0","1",1131978.87310825,14.4573644441367
30,"0","2","1",1262033.33333333,"7","2",30,"2","1","0","5",50,1060000,4946.66650390625,1262033.375,1e+06,5889.4892578125,1262033.375,5889.4892578125,"1","0",1131978.87310825,14.0482347348354
72,"1","3","0",1e+05,"3","1",240,"2","4","0","1",15,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+05,1555.55554199219,"1","1",1636072.34663713,11.5129254649702
61,"0","3","0",4e+05,"6","1",94,"2","1","0","4",25,4e+05,3733.33325195312,4e+05,1117460.30167986,3733.33325195312,4e+05,3733.33325195312,"1","1",1636072.34663713,12.8992198260901
68,"1","3","0",1e+06,"5","2",300,"2","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,3888.88891601562,"0","0",1636072.34663713,13.8155105579643
41,"1","3","0",9e+05,"6","3",72,"2","4","1","1",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,9e+05,3500,"0","0",1636072.34663713,13.7101500423064
38,"0","3","1",1492377.66666667,"6","3",229,"2","1","0","5",48,1300000,6319.4443359375,1492377.625,1250000,7254.61328125,1492377.625,7254.61328125,"1","0",1636072.34663713,14.2158811555071
20,"0","3","0",320000,"7","3",8,"2","1","1","2",6,250000,9722.22265625,250000,1117460.30167986,9722.22265625,250000,9722.22265625,"0","0",1636072.34663713,12.6760762747759
32,"0","3","1",6033333.33333333,"7","1",48,"2","1","1","5",45,5700000,29555.5546875,6033333.5,4e+06,31283.951171875,6033333.5,31283.951171875,"0","1",1636072.34663713,15.6128102075679
33,"0","3","1",3333333.33333333,"7","1",48,"2","1","0","4",48,3200000,15555.5556640625,3333333.25,1600000,16203.703125,3333333.25,16203.703125,"1","1",1636072.34663713,15.0194833622902
56,"1","4","1",1600000,"6","1",240,"2","4","1","1",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",3866322.2277235,14.28551418721
46,"1","4","0",6e+05,"7","2",180,"2","4","0","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,2916.66674804688,"1","0",3866322.2277235,13.3046849341983
25,"1","2","0",4e+05,"6","1",96,"2","4","0","1",49,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,4e+05,1904.76196289062,"1","1",1131978.87310825,12.8992198260901
42,"0","2","1",1266666.66666667,"5","1",12,"2","3","0","2",40,1e+06,5833.33349609375,1066666.625,8e+05,6222.22216796875,1066666.625,6222.22216796875,"1","1",1131978.87310825,14.0518993360285
24,"1","2","0",1e+06,"6","3",8,"2","4","0","1",16,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,14583.3330078125,"1","0",1131978.87310825,13.8155105579643
22,"0","2","1",1300000,"7","3",2,"2","1","1","4",50,1300000,6066.66650390625,1300000,0,6066.66650390625,1300000,6066.66650390625,"0","0",1131978.87310825,14.0778748224318
42,"0","2","0",2500000,"4","1",180,"2","5","1","2",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2500000,11666.6669921875,"0","1",1131978.87310825,14.7318012898384
34,"0","2","1",870400,"6","2",18,"2","1","0","2",48,781700,3799.9306640625,870400,0,4231.111328125,870400,4231.111328125,"1","0",1131978.87310825,13.6767081550838
18,"0","2","1",395000,"7","3",4,"2","1","0","5",1,395000,92166.6640625,395000,0,92166.6640625,395000,92166.6640625,"1","0",1131978.87310825,12.8866410438833
20,"1","2","0",2e+05,"6","3",3,"2","4","1","2",30,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+05,1555.55554199219,"0","0",1131978.87310825,12.2060726455302
35,"0","2","1",1433333.33333333,"6","1",48,"2","1","1","4",54,1100000,4753.08642578125,1313333.375,1e+06,5674.8974609375,1313333.375,5674.8974609375,"0","1",1131978.87310825,14.1755132919957
20,"0","3","0",650000,"6","1",1,"2","1","0","2",60,650000,2527.77783203125,650000,1117460.30167986,2527.77783203125,650000,2527.77783203125,"1","1",1636072.34663713,13.3847276418718
22,"1","3","0",6e+05,"6","2",4,"2","4","1","1",98,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,1428.57141113281,"0","0",1636072.34663713,13.3046849341983
19,"1","3","0",6e+05,"6","9",2,"2","4","1","1",98,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,1428.57141113281,"0","0",1636072.34663713,13.3046849341983
26,"1","3","0",5e+05,"7","9",4,"2","4","1","1",98,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,5e+05,1190.47619628906,"0","0",1636072.34663713,13.1223633774043
22,"0","3","0",1636072.34663713,"6","9",0,"2","1","1","2",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","0",1636072.34663713,14.3078090168279
26,"1","2","0",683333.333333333,"7","3",48,"2","4","1","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,3500,"0","0",1131978.87310825,13.4347380624465
61,"0","2","0",954877.666666667,"6","1",12,"2","3","0","1",40,8e+05,4666.66650390625,954877.6875,8e+05,5570.11962890625,954877.6875,5570.11962890625,"1","1",1131978.87310825,13.7693385135264
58,"1","1","0",5e+05,"4","1",24,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,5e+05,1620.37036132812,"0","1",926645.410885505,13.1223633774043
33,"0","1","1",2103333.33333333,"6","3",60,"2","1","1","5",54,1720000,7432.0986328125,1863333.375,1720000,8051.4404296875,1863333.375,8051.4404296875,"0","0",926645.410885505,14.5590339458493
30,"0","1","1",869453,"7","3",0,"2","1","0","5",48,781242,3797.7041015625,869453,1117460.30167986,4226.5078125,869453,4226.5078125,"1","0",926645.410885505,13.6756195572614
28,"0","1","1",932744.666666667,"6","3",36,"2","1","0","5",48,781242,3797.7041015625,932744.6875,759500,4534.17578125,932744.6875,4534.17578125,"1","0",926645.410885505,13.7458867732077
27,"0","4","1",1354166.66666667,"7","1",60,"2","1","0","4",48,1300000,6319.4443359375,1354166.625,650000,6582.75439453125,1354166.625,6582.75439453125,"1","1",3866322.2277235,14.118696816952
71,"1","2","0",2e+05,"3","1",6,"2","4","1","3",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,2e+05,648.148132324219,"0","1",1131978.87310825,12.2060726455302
49,"0","3","1",2400000,"7","1",60,"1","5","1","2",65,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1600000,5743.58984375,"0","1",1636072.34663713,14.6909792953182
54,"0","3","0",2540000,"7","5",10,"2","1","0","2",24,360000,3500,360000,1117460.30167986,3500,360000,3500,"1","0",1636072.34663713,14.7476746389947
45,"1","1","0",1200000,"6","1",60,"2","4","1","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,7000,"0","1",926645.410885505,13.9978321147582
61,"0","2","1",1736119.66666667,"4","1",95,"2","1","1","5",60,781242,3038.16333007812,1116119.625,8e+05,4340.46533203125,1116119.625,4340.46533203125,"0","1",1131978.87310825,14.3671631042384
60,"0","2","0",1283333.33333333,"3","2",300,"2","3","0","2",40,9e+05,5250,983333.3125,1e+06,5736.11083984375,983333.3125,5736.11083984375,"1","0",1131978.87310825,14.0649714175959
54,"1","1","0",1500000,"5","1",120,"2","4","1","1",98,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,3571.42846679688,"0","1",926645.410885505,14.2209756660724
50,"0","1","1",932744.666666667,"5","2",12,"2","1","0","5",48,781242,3797.7041015625,932744.6875,759500,4534.17578125,932744.6875,4534.17578125,"1","0",926645.410885505,13.7458867732077
26,"0","1","0",3e+05,"7","3",2,"2","1","0","2",25,3e+05,2800,3e+05,1117460.30167986,2800,3e+05,2800,"1","0",926645.410885505,12.6115377536383
56,"1","2","1",1e+06,"6","1",420,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,4861.111328125,"0","1",1131978.87310825,13.8155105579643
31,"0","2","1",1085166.66666667,"7","1",1,"2","1","1","5",48,1e+06,4861.111328125,1085166.625,650000,5275.11572265625,1085166.625,5275.11572265625,"0","1",1131978.87310825,13.8972441429909
29,"0","3","0",1800000,"6","1",95,"2","5","1","2",60,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1800000,7000,"0","1",1636072.34663713,14.4032972228664
21,"0","3","1",869453,"6","2",3,"2","1","0","5",48,781242,3797.7041015625,781242,1117460.30167986,3797.7041015625,781242,3797.7041015625,"1","0",1636072.34663713,13.6756195572614
21,"1","3","0",6e+05,"7","1",2,"2","4","1","1",72,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,1944.44445800781,"0","1",1636072.34663713,13.3046849341983
33,"0","2","0",450000,"5","1",3,"2","1","1","4",72,450000,1458.33337402344,450000,0,1458.33337402344,450000,1458.33337402344,"0","1",1131978.87310825,13.0170028617465
29,"1","2","0",430000,"7","2",5,"2","4","0","4",66,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,430000,1520.20202636719,"1","0",1131978.87310825,12.9715404876697
46,"0","3","1",1800000,"7","1",24,"2","5","1","2",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",1636072.34663713,14.4032972228664
43,"0","3","0",1636072.34663713,"7","2",24,"2","6","0","2",50,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1636072.34663713,14.3078090168279
33,"0","2","1",841700,"5","1",2,"2","1","1","2",50,781700,3647.93334960938,841700,1117460.30167986,3927.93334960938,841700,3927.93334960938,"0","1",1131978.87310825,13.6431789351997
30,"0","2","1",888700,"5","2",2,"2","1","0","2",50,8e+05,3733.33325195312,888700,1117460.30167986,4147.2666015625,888700,4147.2666015625,"1","0",1131978.87310825,13.6975149997266
33,"0","3","1",1800000,"5","1",48,"2","5","1","2",100,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1800000,4200,"0","1",1636072.34663713,14.4032972228664
31,"0","3","0",1636072.34663713,"7","2",36,"2","6","0","2",70,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",1636072.34663713,14.3078090168279
33,"0","2","1",996119.666666667,"6","3",48,"2","1","0","5",48,781242,3797.7041015625,996119.6875,8e+05,4842.24853515625,996119.6875,4842.24853515625,"1","0",1131978.87310825,13.8116226766053
66,"1","2","0",1366666.66666667,"6","1",360,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1200000,7000,"1","1",1131978.87310825,14.1278852430064
24,"0","2","1",1130929.41666667,"7","3",30,"2","1","0","5",48,781242,3797.7041015625,930929.4375,737717,4525.3515625,930929.4375,4525.3515625,"1","0",1131978.87310825,13.9385503452522
27,"0","3","1",1097000,"7","1",3,"2","1","1","5",48,905000,4399.3056640625,1097000,0,5332.638671875,1097000,5332.638671875,"0","1",1636072.34663713,13.9080897392574
35,"1","2","0",1e+06,"6","3",24,"2","4","1","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,5833.33349609375,"0","0",1131978.87310825,13.8155105579643
62,"1","2","1",1600000,"5","1",180,"2","4","1","5",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1600000,7777.77783203125,"0","1",1131978.87310825,14.28551418721
58,"1","2","0",1500000,"6","2",360,"2","4","0","1",65,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,5384.615234375,"1","0",1131978.87310825,14.2209756660724
26,"1","2","0",60000,"6","2",5,"2","4","0","3",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,60000,291.666656494141,"1","0",1131978.87310825,11.0020998412042
30,"0","2","1",1170366.66666667,"5","1",6,"2","1","1","4",72,920000,2981.4814453125,1170366.625,620000,3792.85473632812,1170366.625,3792.85473632812,"0","1",1131978.87310825,13.9728276479908
37,"0","5","1",7158333.33333333,"7","1",102,"2","2","1","5",40,5e+06,29166.666015625,6958333.5,1e+07,40590.27734375,6958333.5,40590.27734375,"0","1",5622864.64765625,15.7837877371665
61,"1","2","0",8e+05,"6","1",120,"2","4","1","1",30,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,6222.22216796875,"0","1",1131978.87310825,13.5923670066501
52,"1","3","0",6e+05,"4","1",72,"2","4","0","1",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,6e+05,3500,"1","1",1636072.34663713,13.3046849341983
24,"0","3","1",781242,"6","3",6,"2","1","1","5",48,781242,3797.7041015625,781242,1117460.30167986,3797.7041015625,781242,3797.7041015625,"0","0",1636072.34663713,13.5686402399803
57,"0","3","1",2950000,"7","1",18,"2","1","1","5",48,1900000,9236.111328125,2050000,1800000,9965.27734375,2050000,9965.27734375,"0","1",1636072.34663713,14.897315728316
29,"0","3","1",3350000,"7","3",48,"2","1","0","5",48,3100000,15069.4443359375,3350000,3e+06,16284.72265625,3350000,16284.72265625,"1","0",1636072.34663713,15.0244709038012
24,"0","3","1",921544.333333333,"7","3",7,"2","1","1","2",45,8e+05,4148.14794921875,921544.3125,4e+05,4778.3779296875,921544.3125,4778.3779296875,"0","0",1636072.34663713,13.7338061649004
57,"1","3","0",1500000,"7","1",60,"2","4","1","1",35,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1500000,10000,"0","1",1636072.34663713,14.2209756660724
51,"0","3","1",2300000,"7","2",7,"2","1","0","5",56,2300000,9583.3330078125,2300000,1117460.30167986,9583.3330078125,2300000,9583.3330078125,"1","0",1636072.34663713,14.6484196808994
25,"0","3","1",1875000,"7","3",6,"2","1","0","5",48,1800000,8750,1875000,9e+05,9114.5830078125,1875000,9114.5830078125,"1","0",1636072.34663713,14.4441192173866
30,"0","3","1",3125000,"7","3",36,"2","1","1","5",48,3e+06,14583.3330078125,3125000,1500000,15190.97265625,3125000,15190.97265625,"0","0",1636072.34663713,14.9549448411526
59,"1","3","0",7e+05,"4","3",120,"2","4","1","2",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,7e+05,4083.33325195312,"0","0",1636072.34663713,13.4588356140255
42,"1","3","0",8e+05,"5","1",12,"2","4","1","2",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,8e+05,3888.88891601562,"0","1",1636072.34663713,13.5923670066501
52,"0","3","1",879453,"5","2",3,"2","3","0","1",48,781242,3797.7041015625,879453,120000,4275.11865234375,879453,4275.11865234375,"1","0",1636072.34663713,13.6870554022776
27,"0","3","1",1869211,"7","3",60,"2","1","0","5",48,1600000,7777.77783203125,1869211,1500000,9086.4423828125,1869211,9086.4423828125,"1","0",1636072.34663713,14.4410269746616
53,"0","3","1",4408333.33333333,"7","1",216,"2","2","1","5",40,3300000,19250,3558333.25,3100000,20756.943359375,3558333.25,20756.943359375,"0","1",1636072.34663713,15.2990072470405
54,"0","3","1",3733333.33333333,"7","2",168,"2","2","0","5",40,3100000,18083.333984375,3733333.25,4600000,21777.77734375,3733333.25,21777.77734375,"1","0",1636072.34663713,15.1328120475972
29,"1","3","0",1e+06,"5","1",60,"2","4","1","5",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1e+06,4861.111328125,"0","1",1636072.34663713,13.8155105579643
31,"0","3","0",9e+05,"6","2",12,"2","1","0","2",60,9e+05,3500,9e+05,1117460.30167986,3500,9e+05,3500,"1","0",1636072.34663713,13.7101500423064
68,"1","2","1",1787492,"4","1",36,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1100000,5347.22216796875,"0","1",1131978.87310825,14.3963240780158
31,"0","2","1",3233333.33333333,"7","3",36,"2","1","0","5",40,3e+06,17500,3233333.25,2800000,18861.111328125,3233333.25,18861.111328125,"1","0",1131978.87310825,14.9890241548055
36,"0","2","1",1433333.33333333,"7","3",2,"2","1","1","4",48,1300000,6319.4443359375,1433333.375,1600000,6967.5927734375,1433333.375,6967.5927734375,"0","0",1131978.87310825,14.1755132919957
24,"0","2","1",1900000,"7","3",36,"2","1","0","5",48,1800000,8750,1900000,1200000,9236.111328125,1900000,9236.111328125,"1","0",1131978.87310825,14.4573644441367
32,"1","3","1",1480000,"7","1",5,"2","4","1","5",28,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1480000,12333.3330078125,"0","1",1636072.34663713,14.2075526457403
28,"0","3","0",1191666.66666667,"7","2",4,"2","1","0","3",25,540000,5040,591666.6875,620000,5522.22265625,591666.6875,5522.22265625,"1","0",1636072.34663713,13.9908634454421
58,"1","3","1",2380000,"6","3",18,"2","4","1","5",40,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1780000,10383.3330078125,"0","0",1636072.34663713,14.6826110456477
53,"0","3","1",4783333.33333333,"7","3",276,"2","1","1","5",48,4e+06,19444.4453125,4533333.5,4e+06,22037.037109375,4533333.5,22037.037109375,"0","0",1636072.34663713,15.3806482115018
55,"1","5","0",150000,"7","1",240,"2","4","1","1",48,1556199.65547918,7945.64299169031,1745416.3438112,1117460.30167986,8822.22934101255,1617550.51747336,8541.87432821598,"0","1",5622864.64765625,11.9183905730784
56,"0","5","1",4958333,"7","2",408,"2","2","0","5",45,1556199.65547918,7945.64299169031,1745416.3438112,0,8822.22934101255,1617550.51747336,8541.87432821598,"1","0",5622864.64765625,15.416580153501
24,"0","5","1",1280000,"7","3",2,"2","1","0","3",60,1280000,4977.77783203125,1280000,1117460.30167986,4977.77783203125,1280000,4977.77783203125,"1","0",5622864.64765625,14.0623706358958
56,"0","3","1",1310000,"6","3",144,"2","1","0","5",48,1310000,6368.0556640625,1310000,0,6368.0556640625,1310000,6368.0556640625,"1","0",1636072.34663713,14.0855376951773
